worker_id,arm,treated,salience,simplification,assistance,trust_support,expected_credit,baseline_awareness,post_awareness,baseline_trust,admin_burden,work_constraint,perceived_value,procedural_cost,net_perceived_gain,application_started,application_completed,claimed_by_deadline,weeks_to_claim,filing_accuracy,earnings_response_index
takeup-worker-0838,assistance,1,0.25,0.0,0.85,0.35,665,0.468,0.622,0.495,0.535,0.264,592.83,161.23,431.6,1,1,1,1,0.727,0.432
takeup-worker-0839,full_support,1,0.8,0.8,0.75,0.45,665,0.468,0.813,0.495,0.535,0.264,662.68,87.98,574.71,0,0,0,6,0.833,0.413
takeup-worker-0840,control,0,0.0,0.0,0.0,0.0,700,0.16,0.15,0.53,0.5,0.296,444.71,239.7,205.01,1,0,0,6,0.572,0.203
takeup-worker-0841,salience_notice,1,0.75,0.0,0.0,0.1,700,0.16,0.291,0.53,0.5,0.296,499.0,208.95,290.05,0,0,0,6,0.598,0.248
takeup-worker-0842,simplified_form,1,0.25,0.8,0.0,0.0,700,0.16,0.291,0.53,0.5,0.296,499.0,174.95,324.05,1,1,1,4,0.678,0.328
takeup-worker-0843,assistance,1,0.25,0.0,0.85,0.35,700,0.16,0.301,0.53,0.5,0.296,502.85,159.95,342.9,1,1,1,2,0.667,0.331
takeup-worker-0844,full_support,1,0.8,0.8,0.75,0.45,700,0.16,0.492,0.53,0.5,0.296,576.38,86.7,489.68,1,1,1,1,0.774,0.392
takeup-worker-0845,control,0,0.0,0.0,0.0,0.0,735,0.188,0.181,0.565,0.465,0.328,482.0,238.42,243.58,1,0,0,6,0.576,0.215
takeup-worker-0846,salience_notice,1,0.75,0.0,0.0,0.1,735,0.188,0.322,0.565,0.465,0.328,539.0,207.67,331.33,1,1,1,1,0.601,0.34
takeup-worker-0847,simplified_form,1,0.25,0.8,0.0,0.0,735,0.188,0.322,0.565,0.465,0.328,539.0,173.67,365.33,0,0,0,6,0.681,0.26
takeup-worker-0848,assistance,1,0.25,0.0,0.85,0.35,735,0.188,0.332,0.565,0.465,0.328,543.04,158.67,384.37,1,0,0,6,0.671,0.263
takeup-worker-0849,full_support,1,0.8,0.8,0.75,0.45,735,0.188,0.523,0.565,0.465,0.328,620.26,85.42,534.83,1,1,1,1,0.778,0.404
takeup-worker-0850,control,0,0.0,0.0,0.0,0.0,770,0.216,0.211,0.6,0.78,0.36,520.73,273.9,246.83,1,0,0,6,0.58,0.209
takeup-worker-0851,salience_notice,1,0.75,0.0,0.0,0.1,770,0.216,0.352,0.6,0.78,0.36,580.44,243.15,337.29,1,1,1,2,0.605,0.334
takeup-worker-0852,simplified_form,1,0.25,0.8,0.0,0.0,770,0.216,0.352,0.6,0.78,0.36,580.44,209.15,371.29,0,0,0,6,0.685,0.254
takeup-worker-0853,assistance,1,0.25,0.0,0.85,0.35,770,0.216,0.362,0.6,0.78,0.36,584.68,194.15,390.53,1,1,1,4,0.675,0.337
takeup-worker-0854,full_support,1,0.8,0.8,0.75,0.45,770,0.216,0.553,0.6,0.78,0.36,665.56,120.9,544.66,1,1,1,1,0.782,0.398
takeup-worker-0855,control,0,0.0,0.0,0.0,0.0,805,0.244,0.242,0.32,0.745,0.392,535.53,272.62,262.9,0,0,0,6,0.584,0.22
takeup-worker-0856,salience_notice,1,0.75,0.0,0.0,0.1,805,0.244,0.383,0.32,0.745,0.392,597.96,241.88,356.08,1,0,0,6,0.609,0.265
takeup-worker-0857,simplified_form,1,0.25,0.8,0.0,0.0,805,0.244,0.383,0.32,0.745,0.392,597.96,207.88,390.08,1,1,1,1,0.689,0.345
takeup-worker-0858,assistance,1,0.25,0.0,0.85,0.35,805,0.244,0.393,0.32,0.745,0.392,602.38,192.88,409.51,0,0,0,6,0.679,0.269
takeup-worker-0859,full_support,1,0.8,0.8,0.75,0.45,805,0.244,0.584,0.32,0.745,0.392,686.95,119.62,567.32,1,1,1,2,0.786,0.41
takeup-worker-0860,control,0,0.0,0.0,0.0,0.0,840,0.272,0.257,0.355,0.71,0.424,568.63,271.35,297.28,0,0,0,6,0.585,0.227
takeup-worker-0861,salience_notice,1,0.75,0.0,0.0,0.1,840,0.272,0.398,0.355,0.71,0.424,633.77,240.6,393.17,1,1,1,4,0.61,0.352
takeup-worker-0862,simplified_form,1,0.25,0.8,0.0,0.0,840,0.272,0.398,0.355,0.71,0.424,633.77,206.6,427.17,1,1,1,2,0.69,0.352
takeup-worker-0863,assistance,1,0.25,0.0,0.85,0.35,840,0.272,0.408,0.355,0.71,0.424,638.39,191.6,446.79,0,0,0,6,0.68,0.275
takeup-worker-0864,full_support,1,0.8,0.8,0.75,0.45,840,0.272,0.599,0.355,0.71,0.424,726.63,118.35,608.28,1,1,1,3,0.787,0.416
takeup-worker-0865,control,0,0.0,0.0,0.0,0.0,875,0.3,0.288,0.39,0.675,0.456,610.24,270.07,340.17,0,0,0,6,0.589,0.238
takeup-worker-0866,salience_notice,1,0.75,0.0,0.0,0.1,875,0.3,0.429,0.39,0.675,0.456,678.1,239.32,438.78,0,0,0,6,0.614,0.284
takeup-worker-0867,simplified_form,1,0.25,0.8,0.0,0.0,875,0.3,0.429,0.39,0.675,0.456,678.1,205.32,472.78,1,0,0,6,0.694,0.284
takeup-worker-0868,assistance,1,0.25,0.0,0.85,0.35,875,0.3,0.439,0.39,0.675,0.456,682.91,190.32,492.59,1,1,1,1,0.684,0.367
takeup-worker-0869,full_support,1,0.8,0.8,0.75,0.45,875,0.3,0.63,0.39,0.675,0.456,774.83,117.07,657.76,1,1,1,4,0.791,0.428
takeup-worker-0870,control,0,0.0,0.0,0.0,0.0,910,0.328,0.319,0.425,0.64,0.488,653.29,268.8,384.49,1,1,1,2,0.593,0.33
takeup-worker-0871,salience_notice,1,0.75,0.0,0.0,0.1,910,0.328,0.46,0.425,0.64,0.488,723.86,238.05,485.81,0,0,0,6,0.618,0.295
takeup-worker-0872,simplified_form,1,0.25,0.8,0.0,0.0,910,0.328,0.46,0.425,0.64,0.488,723.86,204.05,519.81,1,1,1,3,0.698,0.375
takeup-worker-0873,assistance,1,0.25,0.0,0.85,0.35,910,0.328,0.47,0.425,0.64,0.488,728.87,189.05,539.82,1,1,1,1,0.688,0.378
takeup-worker-0874,full_support,1,0.8,0.8,0.75,0.45,910,0.328,0.661,0.425,0.64,0.488,824.47,115.8,708.67,1,1,1,1,0.795,0.439
takeup-worker-0875,control,0,0.0,0.0,0.0,0.0,945,0.356,0.35,0.46,0.605,0.52,697.78,267.52,430.25,1,0,0,6,0.597,0.262
takeup-worker-0876,salience_notice,1,0.75,0.0,0.0,0.1,945,0.356,0.491,0.46,0.605,0.52,771.06,236.77,534.29,1,1,1,1,0.622,0.387
takeup-worker-0877,simplified_form,1,0.25,0.8,0.0,0.0,945,0.356,0.491,0.46,0.605,0.52,771.06,202.77,568.29,1,1,1,4,0.702,0.387
takeup-worker-0878,assistance,1,0.25,0.0,0.85,0.35,945,0.356,0.501,0.46,0.605,0.52,776.26,187.77,588.49,1,1,1,2,0.692,0.39
takeup-worker-0879,full_support,1,0.8,0.8,0.75,0.45,945,0.356,0.692,0.46,0.605,0.52,875.53,114.52,761.01,1,1,1,1,0.799,0.451
takeup-worker-0880,control,0,0.0,0.0,0.0,0.0,420,0.384,0.377,0.495,0.57,0.2,317.88,239.85,78.03,1,0,0,6,0.618,0.272
takeup-worker-0881,salience_notice,1,0.75,0.0,0.0,0.1,420,0.384,0.518,0.495,0.57,0.2,350.45,209.1,141.35,0,0,0,6,0.643,0.317
takeup-worker-0882,simplified_form,1,0.25,0.8,0.0,0.0,420,0.384,0.518,0.495,0.57,0.2,350.45,175.1,175.35,0,0,0,6,0.723,0.317
takeup-worker-0883,assistance,1,0.25,0.0,0.85,0.35,420,0.384,0.528,0.495,0.57,0.2,352.76,160.1,192.66,1,0,0,6,0.713,0.32
takeup-worker-0884,full_support,1,0.8,0.8,0.75,0.45,420,0.384,0.719,0.495,0.57,0.2,396.88,86.85,310.03,1,1,1,1,0.819,0.462
takeup-worker-0885,control,0,0.0,0.0,0.0,0.0,455,0.412,0.408,0.53,0.535,0.232,353.69,238.58,115.11,0,0,0,6,0.622,0.284
takeup-worker-0886,salience_notice,1,0.75,0.0,0.0,0.1,455,0.412,0.549,0.53,0.535,0.232,388.97,207.83,181.15,1,1,1,2,0.647,0.409
takeup-worker-0887,simplified_form,1,0.25,0.8,0.0,0.0,455,0.412,0.549,0.53,0.535,0.232,388.97,173.83,215.15,0,0,0,6,0.727,0.329
takeup-worker-0888,assistance,1,0.25,0.0,0.85,0.35,455,0.412,0.559,0.53,0.535,0.232,391.47,158.83,232.65,1,1,1,4,0.717,0.412
takeup-worker-0889,full_support,1,0.8,0.8,0.75,0.45,455,0.412,0.75,0.53,0.535,0.232,439.27,85.58,353.7,1,1,1,2,0.823,0.473
takeup-worker-0890,control,0,0.0,0.0,0.0,0.0,490,0.44,0.439,0.565,0.5,0.264,390.93,237.3,153.63,0,0,0,6,0.626,0.295
takeup-worker-0891,salience_notice,1,0.75,0.0,0.0,0.1,490,0.44,0.58,0.565,0.5,0.264,428.93,206.55,222.38,1,0,0,6,0.651,0.341
takeup-worker-0892,simplified_form,1,0.25,0.8,0.0,0.0,490,0.44,0.58,0.565,0.5,0.264,428.93,172.55,256.38,0,0,0,6,0.731,0.341
takeup-worker-0893,assistance,1,0.25,0.0,0.85,0.35,490,0.44,0.59,0.565,0.5,0.264,431.63,157.55,274.08,0,0,0,6,0.721,0.344
takeup-worker-0894,full_support,1,0.8,0.8,0.75,0.45,490,0.44,0.781,0.565,0.5,0.264,483.1,84.3,398.8,1,1,1,3,0.827,0.485
takeup-worker-0895,control,0,0.0,0.0,0.0,0.0,525,0.468,0.47,0.6,0.465,0.296,429.61,236.02,193.58,0,0,0,6,0.63,0.307
takeup-worker-0896,salience_notice,1,0.75,0.0,0.0,0.1,525,0.468,0.611,0.6,0.465,0.296,470.32,205.27,265.05,1,0,0,6,0.655,0.352
takeup-worker-0897,simplified_form,1,0.25,0.8,0.0,0.0,525,0.468,0.611,0.6,0.465,0.296,470.32,171.27,299.05,1,1,1,2,0.735,0.432
takeup-worker-0898,assistance,1,0.25,0.0,0.85,0.35,525,0.468,0.621,0.6,0.465,0.296,473.21,156.27,316.93,0,0,0,6,0.725,0.355
takeup-worker-0899,full_support,1,0.8,0.8,0.75,0.45,525,0.468,0.812,0.6,0.465,0.296,528.36,83.02,445.34,1,1,1,3,0.831,0.496
takeup-worker-0900,control,0,0.0,0.0,0.0,0.0,560,0.16,0.149,0.32,0.78,0.328,343.66,271.5,72.16,0,0,0,6,0.57,0.189
takeup-worker-0901,salience_notice,1,0.75,0.0,0.0,0.1,560,0.16,0.29,0.32,0.78,0.328,387.09,240.75,146.34,0,0,0,6,0.596,0.234
takeup-worker-0902,simplified_form,1,0.25,0.8,0.0,0.0,560,0.16,0.29,0.32,0.78,0.328,387.09,206.75,180.34,1,0,0,6,0.676,0.234
takeup-worker-0903,assistance,1,0.25,0.0,0.85,0.35,560,0.16,0.3,0.32,0.78,0.328,390.17,191.75,198.42,0,0,0,6,0.666,0.237
takeup-worker-0904,full_support,1,0.8,0.8,0.75,0.45,560,0.16,0.491,0.32,0.78,0.328,449.0,118.5,330.5,0,0,0,6,0.772,0.298
takeup-worker-0905,control,0,0.0,0.0,0.0,0.0,595,0.188,0.179,0.355,0.745,0.36,377.33,270.23,107.11,0,0,0,6,0.574,0.2
takeup-worker-0906,salience_notice,1,0.75,0.0,0.0,0.1,595,0.188,0.32,0.355,0.745,0.36,423.47,239.48,184.0,0,0,0,6,0.6,0.245
takeup-worker-0907,simplified_form,1,0.25,0.8,0.0,0.0,595,0.188,0.32,0.355,0.745,0.36,423.47,205.48,218.0,1,0,0,6,0.68,0.245
takeup-worker-0908,assistance,1,0.25,0.0,0.85,0.35,595,0.188,0.33,0.355,0.745,0.36,426.75,190.48,236.27,0,0,0,6,0.669,0.248
takeup-worker-0909,full_support,1,0.8,0.8,0.75,0.45,595,0.188,0.521,0.355,0.745,0.36,489.25,117.23,372.03,0,0,0,6,0.776,0.31
takeup-worker-0910,control,0,0.0,0.0,0.0,0.0,630,0.216,0.21,0.39,0.71,0.392,412.43,268.95,143.48,1,0,0,6,0.578,0.212
takeup-worker-0911,salience_notice,1,0.75,0.0,0.0,0.1,630,0.216,0.351,0.39,0.71,0.392,461.29,238.2,223.09,0,0,0,6,0.604,0.257
takeup-worker-0912,simplified_form,1,0.25,0.8,0.0,0.0,630,0.216,0.351,0.39,0.71,0.392,461.29,204.2,257.09,0,0,0,6,0.684,0.257
takeup-worker-0913,assistance,1,0.25,0.0,0.85,0.35,630,0.216,0.361,0.39,0.71,0.392,464.75,189.2,275.55,1,1,1,2,0.673,0.34
takeup-worker-0914,full_support,1,0.8,0.8,0.75,0.45,630,0.216,0.552,0.39,0.71,0.392,530.94,115.95,414.99,1,1,1,1,0.78,0.401
takeup-worker-0915,control,0,0.0,0.0,0.0,0.0,665,0.244,0.241,0.425,0.675,0.424,448.97,267.68,181.29,1,0,0,6,0.582,0.223
takeup-worker-0916,salience_notice,1,0.75,0.0,0.0,0.1,665,0.244,0.382,0.425,0.675,0.424,500.54,236.93,263.61,1,1,1,2,0.608,0.349
takeup-worker-0917,simplified_form,1,0.25,0.8,0.0,0.0,665,0.244,0.382,0.425,0.675,0.424,500.54,202.93,297.61,0,0,0,6,0.688,0.269
takeup-worker-0918,assistance,1,0.25,0.0,0.85,0.35,665,0.244,0.392,0.425,0.675,0.424,504.2,187.93,316.27,1,0,0,6,0.677,0.272
takeup-worker-0919,full_support,1,0.8,0.8,0.75,0.45,665,0.244,0.583,0.425,0.675,0.424,574.05,114.68,459.38,1,1,1,1,0.784,0.413
takeup-worker-0920,control,0,0.0,0.0,0.0,0.0,700,0.272,0.256,0.46,0.64,0.456,480.78,266.4,214.38,0,0,0,6,0.583,0.23
takeup-worker-0921,salience_notice,1,0.75,0.0,0.0,0.1,700,0.272,0.397,0.46,0.64,0.456,535.06,235.65,299.41,1,0,0,6,0.609,0.275
takeup-worker-0922,simplified_form,1,0.25,0.8,0.0,0.0,700,0.272,0.397,0.46,0.64,0.456,535.06,201.65,333.41,0,0,0,6,0.689,0.275
takeup-worker-0923,assistance,1,0.25,0.0,0.85,0.35,700,0.272,0.407,0.46,0.64,0.456,538.91,186.65,352.26,1,1,1,4,0.678,0.358
takeup-worker-0924,full_support,1,0.8,0.8,0.75,0.45,700,0.272,0.598,0.46,0.64,0.456,612.45,113.4,499.05,1,1,1,2,0.785,0.419
takeup-worker-0925,control,0,0.0,0.0,0.0,0.0,735,0.3,0.287,0.495,0.605,0.488,519.87,265.12,254.74,0,0,0,6,0.587,0.242
takeup-worker-0926,salience_notice,1,0.75,0.0,0.0,0.1,735,0.3,0.428,0.495,0.605,0.488,576.87,234.38,342.49,1,0,0,6,0.613,0.287
takeup-worker-0927,simplified_form,1,0.25,0.8,0.0,0.0,735,0.3,0.428,0.495,0.605,0.488,576.87,200.38,376.49,1,1,1,1,0.693,0.367
takeup-worker-0928,assistance,1,0.25,0.0,0.85,0.35,735,0.3,0.438,0.495,0.605,0.488,580.91,185.38,395.54,0,0,0,6,0.682,0.29
takeup-worker-0929,full_support,1,0.8,0.8,0.75,0.45,735,0.3,0.629,0.495,0.605,0.488,658.12,112.12,546.0,1,1,1,3,0.789,0.431
takeup-worker-0930,control,0,0.0,0.0,0.0,0.0,770,0.328,0.318,0.53,0.57,0.52,560.4,263.85,296.55,0,0,0,6,0.591,0.253
takeup-worker-0931,salience_notice,1,0.75,0.0,0.0,0.1,770,0.328,0.459,0.53,0.57,0.52,620.11,233.1,387.01,0,0,0,6,0.617,0.298
takeup-worker-0932,simplified_form,1,0.25,0.8,0.0,0.0,770,0.328,0.459,0.53,0.57,0.52,620.11,199.1,421.01,1,1,1,2,0.697,0.378
takeup-worker-0933,assistance,1,0.25,0.0,0.85,0.35,770,0.328,0.469,0.53,0.57,0.52,624.35,184.1,440.25,0,0,0,6,0.686,0.302
takeup-worker-0934,full_support,1,0.8,0.8,0.75,0.45,770,0.328,0.66,0.53,0.57,0.52,705.24,110.85,594.39,1,1,1,4,0.793,0.443
takeup-worker-0935,control,0,0.0,0.0,0.0,0.0,805,0.356,0.361,0.565,0.535,0.2,607.82,236.18,371.64,1,1,1,2,0.615,0.349
takeup-worker-0936,salience_notice,1,0.75,0.0,0.0,0.1,805,0.356,0.502,0.565,0.535,0.2,670.24,205.43,464.82,0,0,0,6,0.64,0.314
takeup-worker-0937,simplified_form,1,0.25,0.8,0.0,0.0,805,0.356,0.502,0.565,0.535,0.2,670.24,171.43,498.82,1,1,1,3,0.72,0.394
takeup-worker-0938,assistance,1,0.25,0.0,0.85,0.35,805,0.356,0.512,0.565,0.535,0.2,674.67,156.43,518.25,1,1,1,1,0.71,0.397
takeup-worker-0939,full_support,1,0.8,0.8,0.75,0.45,805,0.356,0.703,0.565,0.535,0.2,759.24,83.18,676.06,1,1,1,1,0.817,0.458
takeup-worker-0940,control,0,0.0,0.0,0.0,0.0,840,0.384,0.376,0.6,0.5,0.232,644.06,234.9,409.16,1,0,0,6,0.616,0.275
takeup-worker-0941,salience_notice,1,0.75,0.0,0.0,0.1,840,0.384,0.517,0.6,0.5,0.232,709.2,204.15,505.05,1,1,1,1,0.641,0.4
takeup-worker-0942,simplified_form,1,0.25,0.8,0.0,0.0,840,0.384,0.517,0.6,0.5,0.232,709.2,170.15,539.05,1,1,1,4,0.721,0.4
takeup-worker-0943,assistance,1,0.25,0.0,0.85,0.35,840,0.384,0.527,0.6,0.5,0.232,713.82,155.15,558.67,1,1,1,2,0.711,0.404
takeup-worker-0944,full_support,1,0.8,0.8,0.75,0.45,840,0.384,0.718,0.6,0.5,0.232,802.06,81.9,720.16,1,1,1,1,0.818,0.465
takeup-worker-0945,control,0,0.0,0.0,0.0,0.0,875,0.412,0.407,0.32,0.465,0.264,661.25,233.62,427.63,1,0,0,6,0.62,0.287
takeup-worker-0946,salience_notice,1,0.75,0.0,0.0,0.1,875,0.412,0.548,0.32,0.465,0.264,729.11,202.88,526.23,1,1,1,1,0.645,0.412
takeup-worker-0947,simplified_form,1,0.25,0.8,0.0,0.0,875,0.412,0.548,0.32,0.465,0.264,729.11,168.88,560.23,0,0,0,6,0.725,0.332
takeup-worker-0948,assistance,1,0.25,0.0,0.85,0.35,875,0.412,0.558,0.32,0.465,0.264,733.92,153.88,580.05,1,1,1,3,0.715,0.415
takeup-worker-0949,full_support,1,0.8,0.8,0.75,0.45,875,0.412,0.749,0.32,0.465,0.264,825.84,80.62,745.22,1,1,1,1,0.822,0.476
takeup-worker-0950,control,0,0.0,0.0,0.0,0.0,910,0.44,0.438,0.355,0.78,0.296,706.34,269.1,437.24,1,1,1,4,0.624,0.361
takeup-worker-0951,salience_notice,1,0.75,0.0,0.0,0.1,910,0.44,0.579,0.355,0.78,0.296,776.91,238.35,538.56,1,1,1,2,0.649,0.406
takeup-worker-0952,simplified_form,1,0.25,0.8,0.0,0.0,910,0.44,0.579,0.355,0.78,0.296,776.91,204.35,572.56,1,1,1,1,0.729,0.406
takeup-worker-0953,assistance,1,0.25,0.0,0.85,0.35,910,0.44,0.589,0.355,0.78,0.296,781.92,189.35,592.57,1,1,1,4,0.719,0.409
takeup-worker-0954,full_support,1,0.8,0.8,0.75,0.45,910,0.44,0.78,0.355,0.78,0.296,877.51,116.1,761.41,1,1,1,1,0.826,0.47
takeup-worker-0955,control,0,0.0,0.0,0.0,0.0,945,0.468,0.469,0.39,0.745,0.328,752.87,267.82,485.04,0,0,0,6,0.628,0.293
takeup-worker-0956,salience_notice,1,0.75,0.0,0.0,0.1,945,0.468,0.61,0.39,0.745,0.328,826.15,237.07,589.08,1,1,1,3,0.653,0.418
takeup-worker-0957,simplified_form,1,0.25,0.8,0.0,0.0,945,0.468,0.61,0.39,0.745,0.328,826.15,203.07,623.08,1,1,1,1,0.733,0.418
takeup-worker-0958,assistance,1,0.25,0.0,0.85,0.35,945,0.468,0.62,0.39,0.745,0.328,831.35,188.07,643.28,0,0,0,6,0.723,0.341
takeup-worker-0959,full_support,1,0.8,0.8,0.75,0.45,945,0.468,0.811,0.39,0.745,0.328,930.62,114.82,815.8,1,1,1,2,0.829,0.482
takeup-worker-0960,control,0,0.0,0.0,0.0,0.0,420,0.16,0.147,0.425,0.71,0.36,261.9,266.55,-4.65,0,0,0,6,0.569,0.192
takeup-worker-0961,salience_notice,1,0.75,0.0,0.0,0.1,420,0.16,0.288,0.425,0.71,0.36,294.47,235.8,58.67,1,0,0,6,0.594,0.237
takeup-worker-0962,simplified_form,1,0.25,0.8,0.0,0.0,420,0.16,0.288,0.425,0.71,0.36,294.47,201.8,92.67,0,0,0,6,0.674,0.237
takeup-worker-0963,assistance,1,0.25,0.0,0.85,0.35,420,0.16,0.298,0.425,0.71,0.36,296.78,186.8,109.98,0,0,0,6,0.664,0.24
takeup-worker-0964,full_support,1,0.8,0.8,0.75,0.45,420,0.16,0.489,0.425,0.71,0.36,340.9,113.55,227.35,1,1,1,3,0.77,0.381
takeup-worker-0965,control,0,0.0,0.0,0.0,0.0,455,0.188,0.178,0.46,0.675,0.392,293.04,265.27,27.77,0,0,0,6,0.572,0.203
takeup-worker-0966,salience_notice,1,0.75,0.0,0.0,0.1,455,0.188,0.319,0.46,0.675,0.392,328.33,234.52,93.8,0,0,0,6,0.598,0.248
takeup-worker-0967,simplified_form,1,0.25,0.8,0.0,0.0,455,0.188,0.319,0.46,0.675,0.392,328.33,200.52,127.8,1,0,0,6,0.678,0.248
takeup-worker-0968,assistance,1,0.25,0.0,0.85,0.35,455,0.188,0.329,0.46,0.675,0.392,330.83,185.52,145.31,0,0,0,6,0.668,0.252
takeup-worker-0969,full_support,1,0.8,0.8,0.75,0.45,455,0.188,0.52,0.46,0.675,0.392,378.63,112.27,266.36,1,1,1,4,0.774,0.393
takeup-worker-0970,control,0,0.0,0.0,0.0,0.0,490,0.216,0.209,0.495,0.64,0.424,325.62,264.0,61.62,0,0,0,6,0.576,0.215
takeup-worker-0971,salience_notice,1,0.75,0.0,0.0,0.1,490,0.216,0.35,0.495,0.64,0.424,363.62,233.25,130.37,0,0,0,6,0.602,0.26
takeup-worker-0972,simplified_form,1,0.25,0.8,0.0,0.0,490,0.216,0.35,0.495,0.64,0.424,363.62,199.25,164.37,1,0,0,6,0.682,0.26
takeup-worker-0973,assistance,1,0.25,0.0,0.85,0.35,490,0.216,0.36,0.495,0.64,0.424,366.32,184.25,182.07,0,0,0,6,0.672,0.263
takeup-worker-0974,full_support,1,0.8,0.8,0.75,0.45,490,0.216,0.551,0.495,0.64,0.424,417.79,111.0,306.79,0,0,0,6,0.778,0.324
takeup-worker-0975,control,0,0.0,0.0,0.0,0.0,525,0.244,0.24,0.53,0.605,0.456,359.64,262.73,96.91,0,0,0,6,0.58,0.227
takeup-worker-0976,salience_notice,1,0.75,0.0,0.0,0.1,525,0.244,0.381,0.53,0.605,0.456,400.35,231.98,168.38,0,0,0,6,0.606,0.272
takeup-worker-0977,simplified_form,1,0.25,0.8,0.0,0.0,525,0.244,0.381,0.53,0.605,0.456,400.35,197.98,202.38,1,1,1,4,0.686,0.352
takeup-worker-0978,assistance,1,0.25,0.0,0.85,0.35,525,0.244,0.391,0.53,0.605,0.456,403.24,182.98,220.26,1,1,1,2,0.676,0.355
takeup-worker-0979,full_support,1,0.8,0.8,0.75,0.45,525,0.244,0.582,0.53,0.605,0.456,458.39,109.73,348.66,0,0,0,6,0.782,0.336
takeup-worker-0980,control,0,0.0,0.0,0.0,0.0,560,0.272,0.255,0.565,0.57,0.488,390.16,261.45,128.71,1,0,0,6,0.581,0.233
takeup-worker-0981,salience_notice,1,0.75,0.0,0.0,0.1,560,0.272,0.396,0.565,0.57,0.488,433.58,230.7,202.88,0,0,0,6,0.607,0.278
takeup-worker-0982,simplified_form,1,0.25,0.8,0.0,0.0,560,0.272,0.396,0.565,0.57,0.488,433.58,196.7,236.88,0,0,0,6,0.687,0.278
takeup-worker-0983,assistance,1,0.25,0.0,0.85,0.35,560,0.272,0.406,0.565,0.57,0.488,436.66,181.7,254.96,1,0,0,6,0.677,0.281
takeup-worker-0984,full_support,1,0.8,0.8,0.75,0.45,560,0.272,0.597,0.565,0.57,0.488,495.49,108.45,387.04,1,1,1,1,0.783,0.423
takeup-worker-0985,control,0,0.0,0.0,0.0,0.0,595,0.3,0.286,0.6,0.535,0.52,426.73,260.18,166.55,0,0,0,6,0.585,0.245
takeup-worker-0986,salience_notice,1,0.75,0.0,0.0,0.1,595,0.3,0.427,0.6,0.535,0.52,472.87,229.43,243.45,1,1,1,2,0.611,0.37
takeup-worker-0987,simplified_form,1,0.25,0.8,0.0,0.0,595,0.3,0.427,0.6,0.535,0.52,472.87,195.43,277.45,0,0,0,6,0.691,0.29
takeup-worker-0988,assistance,1,0.25,0.0,0.85,0.35,595,0.3,0.437,0.6,0.535,0.52,476.14,180.43,295.72,1,1,1,4,0.681,0.373
takeup-worker-0989,full_support,1,0.8,0.8,0.75,0.45,595,0.3,0.628,0.6,0.535,0.52,538.65,107.18,431.47,1,1,1,2,0.787,0.434
takeup-worker-0990,control,0,0.0,0.0,0.0,0.0,630,0.328,0.329,0.32,0.5,0.2,449.16,232.5,216.66,0,0,0,6,0.609,0.26
takeup-worker-0991,salience_notice,1,0.75,0.0,0.0,0.1,630,0.328,0.47,0.32,0.5,0.2,498.02,201.75,296.27,1,0,0,6,0.635,0.305
takeup-worker-0992,simplified_form,1,0.25,0.8,0.0,0.0,630,0.328,0.47,0.32,0.5,0.2,498.01,167.75,330.26,1,1,1,1,0.715,0.385
takeup-worker-0993,assistance,1,0.25,0.0,0.85,0.35,630,0.328,0.48,0.32,0.5,0.2,501.48,152.75,348.73,0,0,0,6,0.704,0.309
takeup-worker-0994,full_support,1,0.8,0.8,0.75,0.45,630,0.328,0.671,0.32,0.5,0.2,567.66,79.5,488.16,1,1,1,3,0.811,0.45
takeup-worker-0995,control,0,0.0,0.0,0.0,0.0,665,0.356,0.36,0.355,0.465,0.232,487.73,231.22,256.51,0,0,0,6,0.613,0.272
takeup-worker-0996,salience_notice,1,0.75,0.0,0.0,0.1,665,0.356,0.501,0.355,0.465,0.232,539.3,200.47,338.83,1,1,1,4,0.639,0.397
takeup-worker-0997,simplified_form,1,0.25,0.8,0.0,0.0,665,0.356,0.501,0.355,0.465,0.232,539.3,166.47,372.83,1,1,1,2,0.719,0.397
takeup-worker-0998,assistance,1,0.25,0.0,0.85,0.35,665,0.356,0.511,0.355,0.465,0.232,542.96,151.47,391.49,0,0,0,6,0.708,0.32
takeup-worker-0999,full_support,1,0.8,0.8,0.75,0.45,665,0.356,0.702,0.355,0.465,0.232,612.82,78.22,534.6,1,1,1,3,0.815,0.461
